t,s	t_el,s	dte,s	dt,s	NRF	Pgas(t),Torr	Tgas(t),K	Te(t),[K]	Jel(t),[A/cm2]	Iel(t),[mA]	Vext(t),[kV]	Power(t),[W/cm^2]	<Iel>RF,[mA]	<Power>RF,[W/cm^2]	Ngas(t),[cm-3]	Xel	MNT,[g*cm-3*K]	MNTr,[g*cm-3*K]	e(t)	O+(t)	O2+(t)	O3+(t)	O4+(t)	O-(t)	O2-(t)	O3-(t)	O4-(t)	O2[a](t)	O2[b](t)	O2[Hz](t)	O(t)	O[1D](t)	O[1S](t)	O3(t)	O2(t)	
2.0275444e-004	1.3820505e-006	1.73e-011	7.74e-010	110.56	50.0	309.5	794839772.2	0.00e+000	60.350	-1.443	1.04e+001	8.37e-002	1.45e-002	1.56e+018	1.53e-009	1.68533e-002	4.18117e-005	2.39e+009	9.98e+006	1.97e+010	5.72e-016	1.34e+011	4.27e+010	1.82e+010	9.00e+010	5.64e-016	4.04e+014	4.42e+014	4.97e+012	1.59e+015	3.89e+010	1.19e+011	1.48e+014	1.56e+018	
2.0302602e-004	1.3871637e-006	2.02e-011	1.04e-009	110.97	50.0	309.5	16779954.9	0.00e+000	17.837	-0.591	7.82e-001	2.88e-002	1.26e-003	1.56e+018	1.54e-009	1.68525e-002	4.18089e-005	2.41e+009	1.02e+007	1.97e+010	5.74e-016	1.35e+011	4.28e+010	1.84e+010	9.03e+010	5.66e-016	4.05e+014	4.42e+014	5.02e+012	1.59e+015	1.08e+010	1.21e+011	1.48e+014	1.56e+018	
2.0339207e-004	1.3926427e-006	1.68e-011	1.41e-009	111.41	50.0	309.6	1372863226.2	0.00e+000	49.111	1.524	6.18e+000	6.62e-002	8.33e-003	1.56e+018	1.57e-009	1.68514e-002	4.18052e-005	2.45e+009	1.05e+007	1.98e+010	5.77e-016	1.35e+011	4.29e+010	1.85e+010	9.06e+010	5.68e-016	4.06e+014	4.43e+014	5.08e+012	1.59e+015	4.35e+010	1.25e+011	1.48e+014	1.56e+018	
2.0388545e-004	1.3980908e-006	1.60e-011	1.89e-009	111.85	50.0	309.6	39329576.3	0.00e+000	59.820	-1.824	9.68e+000	7.68e-002	1.24e-002	1.56e+018	1.59e-009	1.68499e-002	4.18001e-005	2.48e+009	1.05e+007	1.98e+010	5.79e-016	1.36e+011	4.29e+010	1.87e+010	9.08e+010	5.70e-016	4.07e+014	4.43e+014	5.12e+012	1.60e+015	6.52e+010	1.28e+011	1.48e+014	1.56e+018	
2.0455045e-004	1.4036843e-006	1.62e-011	2.55e-009	112.29	50.0	309.6	261811426.1	0.00e+000	60.402	1.783	9.95e+000	7.81e-002	1.29e-002	1.56e+018	1.58e-009	1.68480e-002	4.17935e-005	2.47e+009	1.05e+007	1.98e+010	5.81e-016	1.36e+011	4.30e+010	1.88e+010	9.11e+010	5.72e-016	4.08e+014	4.43e+014	5.11e+012	1.60e+015	6.65e+010	1.28e+011	1.49e+014	1.56e+018	
2.0513457e-004	1.4090810e-006	1.70e-011	1.20e-009	112.73	50.0	309.7	147662035.1	0.00e+000	60.753	-1.663	1.00e+001	8.25e-002	1.36e-002	1.56e+018	1.58e-009	1.68464e-002	4.17878e-005	2.47e+009	1.05e+007	1.97e+010	5.83e-016	1.37e+011	4.30e+010	1.90e+010	9.14e+010	5.74e-016	4.09e+014	4.43e+014	5.03e+012	1.61e+015	6.77e+010	1.21e+011	1.49e+014	1.56e+018	
2.0555458e-004	1.4146181e-006	1.83e-011	1.61e-009	113.17	50.0	309.7	72689765.1	0.00e+000	60.571	1.572	1.01e+001	8.85e-002	1.47e-002	1.56e+018	1.57e-009	1.68452e-002	4.17837e-005	2.45e+009	1.04e+007	1.97e+010	5.85e-016	1.37e+011	4.31e+010	1.91e+010	9.17e+010	5.76e-016	4.10e+014	4.43e+014	5.02e+012	1.61e+015	6.89e+010	1.20e+011	1.50e+014	1.56e+018	
2.0612070e-004	1.4199974e-006	1.75e-011	2.17e-009	113.60	50.0	309.7	1177520739.7	0.00e+000	61.066	-1.485	1.04e+001	8.57e-002	1.46e-002	1.56e+018	1.56e-009	1.68436e-002	4.17781e-005	2.44e+009	1.02e+007	1.96e+010	5.87e-016	1.38e+011	4.31e+010	1.93e+010	9.19e+010	5.78e-016	4.11e+014	4.44e+014	5.01e+012	1.61e+015	7.07e+010	1.18e+011	1.50e+014	1.56e+018	
2.0688374e-004	1.4252575e-006	2.63e-011	2.93e-009	114.02	50.0	309.8	39098779.7	0.00e+000	34.720	0.516	2.64e+000	7.32e-002	5.56e-003	1.56e+018	1.56e-009	1.68413e-002	4.17705e-005	2.43e+009	1.02e+007	1.96e+010	5.89e-016	1.38e+011	4.31e+010	1.94e+010	9.22e+010	5.80e-016	4.13e+014	4.44e+014	4.97e+012	1.62e+015	3.36e+009	1.14e+011	1.51e+014	1.56e+018	
2.0791220e-004	1.4306336e-006	2.01e-011	3.95e-009	114.45	50.0	309.8	5581916768.6	0.00e+000	32.706	1.000	2.47e+000	5.27e-002	3.97e-003	1.56e+018	1.56e-009	1.68382e-002	4.17598e-005	2.44e+009	1.05e+007	1.97e+010	5.92e-016	1.38e+011	4.33e+010	1.95e+010	9.24e+010	5.82e-016	4.15e+014	4.45e+014	5.20e+012	1.63e+015	1.13e+010	1.23e+011	1.52e+014	1.56e+018	
2.0806771e-004	1.4360255e-006	1.62e-011	1.30e-010	114.88	50.0	309.8	75749040.3	0.00e+000	56.201	-1.718	8.26e+000	7.29e-002	1.07e-002	1.56e+018	1.60e-009	1.68379e-002	4.17586e-005	2.50e+009	1.07e+007	1.97e+010	5.94e-016	1.39e+011	4.33e+010	1.97e+010	9.27e+010	5.84e-016	4.15e+014	4.44e+014	4.99e+012	1.63e+015	5.40e+010	1.14e+011	1.52e+014	1.56e+018	
2.0811317e-004	1.4416305e-006	1.58e-011	1.75e-010	115.33	50.0	309.8	1309880212.0	0.00e+000	60.610	1.827	9.87e+000	7.66e-002	1.25e-002	1.56e+018	1.60e-009	1.68377e-002	4.17582e-005	2.50e+009	1.07e+007	1.97e+010	5.96e-016	1.39e+011	4.34e+010	1.98e+010	9.30e+010	5.86e-016	4.15e+014	4.44e+014	4.99e+012	1.63e+015	6.18e+010	1.14e+011	1.52e+014	1.56e+018	
2.0817445e-004	1.4470605e-006	1.67e-011	2.35e-010	115.76	50.0	309.8	257791196.9	0.00e+000	60.946	-1.722	9.96e+000	8.13e-002	1.33e-002	1.56e+018	1.60e-009	1.68376e-002	4.17576e-005	2.50e+009	1.07e+007	1.97e+010	5.98e-016	1.40e+011	4.34e+010	2.00e+010	9.32e+010	5.88e-016	4.15e+014	4.44e+014	5.00e+012	1.63e+015	6.31e+010	1.15e+011	1.52e+014	1.56e+018	
2.0825704e-004	1.4526370e-006	1.76e-011	3.17e-010	116.21	50.0	309.8	294270610.6	0.00e+000	60.921	1.631	1.00e+001	8.56e-002	1.41e-002	1.56e+018	1.59e-009	1.68373e-002	4.17568e-005	2.49e+009	1.06e+007	1.97e+010	6.00e-016	1.40e+011	4.35e+010	2.01e+010	9.35e+010	5.90e-016	4.16e+014	4.44e+014	5.00e+012	1.63e+015	6.21e+010	1.15e+011	1.52e+014	1.56e+018	
2.0836835e-004	1.4580137e-006	1.76e-011	4.27e-010	116.64	50.0	309.8	1769489517.7	0.00e+000	61.334	-1.522	1.03e+001	8.66e-002	1.45e-002	1.56e+018	1.59e-009	1.68370e-002	4.17556e-005	2.47e+009	1.05e+007	1.96e+010	6.03e-016	1.41e+011	4.35e+010	2.03e+010	9.38e+010	5.92e-016	4.16e+014	4.44e+014	5.00e+012	1.63e+015	6.06e+010	1.15e+011	1.52e+014	1.56e+018	
2.0851839e-004	1.4634504e-006	2.01e-011	5.76e-010	117.08	50.0	309.8	124392066.4	0.00e+000	60.843	1.403	1.03e+001	9.77e-002	1.66e-002	1.56e+018	1.56e-009	1.68366e-002	4.17542e-005	2.44e+009	1.03e+007	1.96e+010	6.05e-016	1.41e+011	4.36e+010	2.04e+010	9.40e+010	5.94e-016	4.16e+014	4.44e+014	5.00e+012	1.63e+015	3.85e+010	1.14e+011	1.52e+014	1.56e+018	
2.0872062e-004	1.4688473e-006	2.63e-011	7.77e-010	117.51	50.0	309.9	17260806721.8	0.00e+000	26.052	-0.186	1.36e+000	5.49e-002	2.87e-003	1.56e+018	1.58e-009	1.68360e-002	4.17522e-005	2.46e+009	1.04e+007	1.96e+010	6.07e-016	1.42e+011	4.36e+010	2.06e+010	9.43e+010	5.96e-016	4.17e+014	4.45e+014	5.01e+012	1.63e+015	7.95e+009	1.15e+011	1.52e+014	1.56e+018	
2.0899319e-004	1.4740204e-006	1.71e-011	1.05e-009	117.92	50.0	309.9	156795154.3	0.00e+000	46.037	-1.395	5.17e+000	6.29e-002	7.06e-003	1.56e+018	1.59e-009	1.68352e-002	4.17492e-005	2.48e+009	1.07e+007	1.97e+010	6.09e-016	1.42e+011	4.38e+010	2.07e+010	9.46e+010	5.98e-016	4.17e+014	4.45e+014	5.09e+012	1.63e+015	3.90e+010	1.19e+011	1.52e+014	1.56e+018	
2.0936058e-004	1.4796065e-006	1.57e-011	1.41e-009	118.37	50.0	309.9	6894814212.9	0.00e+000	58.494	1.790	9.01e+000	7.36e-002	1.13e-002	1.56e+018	1.62e-009	1.68341e-002	4.17455e-005	2.52e+009	1.08e+007	1.97e+010	6.11e-016	1.43e+011	4.38e+010	2.09e+010	9.48e+010	6.00e-016	4.18e+014	4.45e+014	5.12e+012	1.64e+015	6.18e+010	1.22e+011	1.53e+014	1.56e+018	
2.0985577e-004	1.4850536e-006	1.63e-011	1.90e-009	118.80	50.0	309.9	515658715.2	0.00e+000	61.172	-1.780	9.92e+000	8.00e-002	1.30e-002	1.56e+018	1.62e-009	1.68326e-002	4.17404e-005	2.52e+009	1.08e+007	1.97e+010	6.13e-016	1.43e+011	4.39e+010	2.10e+010	9.51e+010	6.02e-016	4.19e+014	4.45e+014	5.14e+012	1.64e+015	6.62e+010	1.23e+011	1.53e+014	1.56e+018	
2.1052320e-004	1.4906616e-006	1.70e-011	2.56e-009	119.25	50.0	310.0	1366538973.0	0.00e+000	61.162	1.704	9.98e+000	8.31e-002	1.35e-002	1.56e+018	1.61e-009	1.68307e-002	4.17338e-005	2.51e+009	1.07e+007	1.96e+010	6.16e-016	1.44e+011	4.39e+010	2.11e+010	9.53e+010	6.04e-016	4.20e+014	4.45e+014	5.14e+012	1.64e+015	6.67e+010	1.22e+011	1.54e+014	1.56e+018	
2.1106252e-004	1.4960481e-006	1.74e-011	2.57e-010	119.68	50.0	310.0	2659393430.2	0.00e+000	61.340	-1.569	1.00e+001	8.53e-002	1.40e-002	1.56e+018	1.61e-009	1.68292e-002	4.17286e-005	2.51e+009	1.07e+007	1.96e+010	6.18e-016	1.44e+011	4.39e+010	2.13e+010	9.56e+010	6.06e-016	4.21e+014	4.45e+014	5.04e+012	1.65e+015	5.46e+010	1.14e+011	1.54e+014	1.56e+018	
2.1115279e-004	1.5015538e-006	1.92e-011	3.47e-010	120.12	50.0	310.0	465816664.3	0.00e+000	61.951	1.512	1.04e+001	9.49e-002	1.60e-002	1.56e+018	1.59e-009	1.68289e-002	4.17277e-005	2.49e+009	1.05e+007	1.95e+010	6.20e-016	1.45e+011	4.40e+010	2.14e+010	9.58e+010	6.08e-016	4.22e+014	4.45e+014	5.04e+012	1.65e+015	5.14e+010	1.14e+011	1.54e+014	1.56e+018	
2.1127447e-004	1.5069890e-006	1.72e-011	4.67e-010	120.56	50.0	310.0	26859661099.2	0.00e+000	62.199	-1.402	1.08e+001	8.55e-002	1.48e-002	1.56e+018	1.58e-009	1.68286e-002	4.17265e-005	2.46e+009	1.04e+007	1.95e+010	6.22e-016	1.45e+011	4.40e+010	2.16e+010	9.61e+010	6.10e-016	4.22e+014	4.45e+014	5.04e+012	1.65e+015	2.97e+010	1.13e+011	1.54e+014	1.56e+018	
2.1143846e-004	1.5120981e-006	1.97e-011	6.30e-010	120.97	50.0	310.0	367935085.8	0.00e+000	21.208	-0.690	1.03e+000	3.35e-002	1.63e-003	1.56e+018	1.59e-009	1.68281e-002	4.17248e-005	2.47e+009	1.06e+007	1.95e+010	6.24e-016	1.46e+011	4.42e+010	2.17e+010	9.63e+010	6.12e-016	4.22e+014	4.45e+014	5.07e+012	1.65e+015	2.01e+010	1.15e+011	1.54e+014	1.56e+018	
2.1165951e-004	1.5176338e-006	1.69e-011	8.49e-010	121.41	50.0	310.0	45783624338.4	0.00e+000	49.628	1.517	6.12e+000	6.70e-002	8.26e-003	1.56e+018	1.61e-009	1.68274e-002	4.17225e-005	2.51e+009	1.08e+007	1.96e+010	6.26e-016	1.46e+011	4.42e+010	2.19e+010	9.66e+010	6.14e-016	4.23e+014	4.46e+014	5.11e+012	1.65e+015	4.72e+010	1.18e+011	1.54e+014	1.56e+018	
2.1195744e-004	1.5230822e-006	1.61e-011	1.14e-009	121.85	50.0	310.0	1119234645.1	0.00e+000	60.549	-1.809	9.59e+000	7.79e-002	1.23e-002	1.56e+018	1.63e-009	1.68265e-002	4.17195e-005	2.54e+009	1.09e+007	1.96e+010	6.28e-016	1.47e+011	4.43e+010	2.20e+010	9.69e+010	6.16e-016	4.23e+014	4.46e+014	5.14e+012	1.65e+015	6.49e+010	1.20e+011	1.55e+014	1.56e+018	
2.1235901e-004	1.5287129e-006	1.63e-011	1.54e-009	122.30	50.0	310.1	9317107006.8	0.00e+000	61.341	1.772	9.94e+000	7.99e-002	1.29e-002	1.56e+018	1.63e-009	1.68253e-002	4.17155e-005	2.53e+009	1.09e+007	1.96e+010	6.31e-016	1.47e+011	4.43e+010	2.22e+010	9.71e+010	6.18e-016	4.24e+014	4.46e+014	5.14e+012	1.66e+015	6.64e+010	1.20e+011	1.55e+014	1.56e+018	
2.1290026e-004	1.5341200e-006	1.70e-011	2.08e-009	122.73	50.0	310.1	4766791408.8	0.00e+000	61.534	-1.640	9.96e+000	8.37e-002	1.35e-002	1.56e+018	1.63e-009	1.68238e-002	4.17099e-005	2.53e+009	1.08e+007	1.95e+010	6.33e-016	1.48e+011	4.44e+010	2.23e+010	9.73e+010	6.20e-016	4.25e+014	4.46e+014	5.15e+012	1.66e+015	6.73e+010	1.20e+011	1.55e+014	1.56e+018	
2.1362979e-004	1.5396868e-006	1.84e-011	2.80e-009	123.17	50.0	310.1	2321263008.7	0.00e+000	61.498	1.544	1.00e+001	9.07e-002	1.48e-002	1.56e+018	1.62e-009	1.68216e-002	4.17027e-005	2.52e+009	1.07e+007	1.95e+010	6.35e-016	1.48e+011	4.44e+010	2.25e+010	9.76e+010	6.22e-016	4.27e+014	4.46e+014	5.12e+012	1.66e+015	6.87e+010	1.17e+011	1.56e+014	1.56e+018	
2.1461309e-004	1.5450768e-006	1.76e-011	3.78e-009	123.61	50.0	310.2	42346493135.5	0.00e+000	61.880	-1.431	1.03e+001	8.73e-002	1.45e-002	1.56e+018	1.61e-009	1.68188e-002	4.16928e-005	2.51e+009	1.06e+007	1.94e+010	6.37e-016	1.48e+011	4.44e+010	2.26e+010	9.78e+010	6.24e-016	4.29e+014	4.46e+014	5.08e+012	1.67e+015	7.08e+010	1.13e+011	1.57e+014	1.56e+018	
2.1593842e-004	1.5503834e-006	2.77e-011	5.09e-009	124.03	50.0	310.3	1105331740.3	0.00e+000	43.754	0.775	4.39e+000	9.70e-002	9.74e-003	1.56e+018	1.60e-009	1.68149e-002	4.16794e-005	2.49e+009	1.04e+007	1.94e+010	6.39e-016	1.49e+011	4.45e+010	2.27e+010	9.80e+010	6.25e-016	4.32e+014	4.46e+014	4.95e+012	1.68e+015	1.22e+010	1.02e+011	1.58e+014	1.56e+018	
2.1703604e-004	1.5557819e-006	2.18e-011	4.21e-009	124.46	50.0	310.3	260579635591.8	0.00e+000	24.603	0.786	1.39e+000	4.28e-002	2.41e-003	1.56e+018	1.61e-009	1.68116e-002	4.16680e-005	2.50e+009	1.08e+007	1.94e+010	6.41e-016	1.49e+011	4.46e+010	2.29e+010	9.82e+010	6.27e-016	4.34e+014	4.47e+014	5.19e+012	1.69e+015	5.90e+009	1.12e+011	1.59e+014	1.55e+018	
2.1721563e-004	1.5611352e-006	1.64e-011	3.68e-010	124.89	50.0	310.3	2370434615.7	0.00e+000	54.961	-1.650	7.55e+000	7.20e-002	9.89e-003	1.56e+018	1.64e-009	1.68111e-002	4.16664e-005	2.56e+009	1.10e+007	1.95e+010	6.43e-016	1.50e+011	4.47e+010	2.30e+010	9.85e+010	6.29e-016	4.34e+014	4.47e+014	5.04e+012	1.69e+015	5.98e+010	1.08e+011	1.59e+014	1.55e+018	
2.1734473e-004	1.5667734e-006	1.58e-011	4.96e-010	125.34	50.0	310.4	63477237040.8	0.00e+000	61.233	1.818	9.73e+000	7.72e-002	1.23e-002	1.56e+018	1.65e-009	1.68108e-002	4.16651e-005	2.57e+009	1.11e+007	1.95e+010	6.46e-016	1.50e+011	4.47e+010	2.32e+010	9.87e+010	6.31e-016	4.35e+014	4.47e+014	5.05e+012	1.69e+015	6.59e+010	1.09e+011	1.59e+014	1.55e+018	
2.1751874e-004	1.5722059e-006	1.66e-011	6.68e-010	125.78	50.0	310.4	8926624992.8	0.00e+000	61.997	-1.720	9.94e+000	8.21e-002	1.32e-002	1.56e+018	1.65e-009	1.68103e-002	4.16633e-005	2.57e+009	1.10e+007	1.95e+010	6.48e-016	1.51e+011	4.48e+010	2.33e+010	9.90e+010	6.33e-016	4.35e+014	4.47e+014	5.07e+012	1.69e+015	6.67e+010	1.10e+011	1.59e+014	1.55e+018	
2.1775327e-004	1.5778214e-006	1.74e-011	9.01e-010	126.23	50.0	310.4	13026263997.3	0.00e+000	62.106	1.635	1.00e+001	8.64e-002	1.40e-002	1.56e+018	1.64e-009	1.68096e-002	4.16610e-005	2.56e+009	1.10e+007	1.94e+010	6.50e-016	1.51e+011	4.48e+010	2.35e+010	9.92e+010	6.35e-016	4.35e+014	4.47e+014	5.08e+012	1.69e+015	6.77e+010	1.11e+011	1.59e+014	1.55e+018	
2.1806939e-004	1.5832110e-006	1.74e-011	1.21e-009	126.66	50.0	310.4	59275009229.9	0.00e+000	63.036	-1.525	1.04e+001	8.78e-002	1.45e-002	1.56e+018	1.64e-009	1.68087e-002	4.16578e-005	2.56e+009	1.09e+007	1.94e+010	6.52e-016	1.52e+011	4.49e+010	2.36e+010	9.94e+010	6.37e-016	4.36e+014	4.47e+014	5.08e+012	1.69e+015	7.06e+010	1.11e+011	1.59e+014	1.55e+018	
2.1849547e-004	1.5886787e-006	2.02e-011	1.64e-009	127.09	50.0	310.4	4822660196.4	0.00e+000	62.778	1.439	1.05e+001	1.01e-001	1.69e-002	1.56e+018	1.62e-009	1.68074e-002	4.16536e-005	2.53e+009	1.07e+007	1.93e+010	6.54e-016	1.52e+011	4.49e+010	2.38e+010	9.97e+010	6.39e-016	4.37e+014	4.47e+014	5.07e+012	1.70e+015	6.81e+010	1.09e+011	1.60e+014	1.55e+018	
2.1906975e-004	1.5941553e-006	2.03e-011	2.21e-009	127.53	50.0	310.5	653249111049.5	0.00e+000	47.076	-0.816	5.23e+000	7.66e-002	8.51e-003	1.56e+018	1.62e-009	1.68058e-002	4.16478e-005	2.53e+009	1.06e+007	1.93e+010	6.56e-016	1.52e+011	4.49e+010	2.39e+010	9.99e+010	6.41e-016	4.38e+014	4.47e+014	5.06e+012	1.70e+015	1.29e+010	1.08e+011	1.60e+014	1.55e+018	
2.1984381e-004	1.5992498e-006	1.79e-011	2.97e-009	127.94	50.0	310.5	5296541103.3	0.00e+000	38.388	-1.146	3.29e+000	5.50e-002	4.71e-003	1.56e+018	1.63e-009	1.68034e-002	4.16394e-005	2.54e+009	1.10e+007	1.94e+010	6.58e-016	1.53e+011	4.51e+010	2.40e+010	1.00e+011	6.43e-016	4.40e+014	4.47e+014	5.29e+012	1.71e+015	1.70e+010	1.16e+011	1.61e+014	1.55e+018	
2.2050846e-004	1.6048583e-006	1.62e-011	2.30e-009	128.39	50.0	310.5	491154537999.8	0.00e+000	55.827	1.678	7.76e+000	7.21e-002	1.00e-002	1.56e+018	1.66e-009	1.68014e-002	4.16328e-005	2.58e+009	1.12e+007	1.94e+010	6.61e-016	1.53e+011	4.51e+010	2.42e+010	1.00e+011	6.45e-016	4.41e+014	4.48e+014	5.24e+012	1.71e+015	5.17e+010	1.17e+011	1.61e+014	1.55e+018	
2.2131450e-004	1.6103047e-006	1.61e-011	3.10e-009	128.82	50.0	310.6	20267293715.2	0.00e+000	62.309	-1.799	9.92e+000	8.03e-002	1.28e-002	1.56e+018	1.67e-009	1.67990e-002	4.16244e-005	2.59e+009	1.12e+007	1.94e+010	6.63e-016	1.54e+011	4.52e+010	2.43e+010	1.01e+011	6.47e-016	4.43e+014	4.48e+014	5.29e+012	1.72e+015	6.61e+010	1.20e+011	1.62e+014	1.55e+018	
2.2227566e-004	1.6159531e-006	1.67e-011	3.32e-009	129.28	50.0	310.6	92688516888.2	0.00e+000	62.400	1.723	9.97e+000	8.31e-002	1.33e-002	1.56e+018	1.67e-009	1.67962e-002	4.16148e-005	2.59e+009	1.12e+007	1.94e+010	6.65e-016	1.54e+011	4.52e+010	2.45e+010	1.01e+011	6.49e-016	4.45e+014	4.48e+014	5.24e+012	1.72e+015	6.64e+010	1.17e+011	1.62e+014	1.55e+018	
2.2337932e-004	1.6213521e-006	1.71e-011	4.00e-009	129.71	50.0	310.7	96431924874.8	0.00e+000	62.693	-1.584	1.00e+001	8.58e-002	1.37e-002	1.56e+018	1.67e-009	1.67930e-002	4.16034e-005	2.59e+009	1.11e+007	1.93e+010	6.67e-016	1.55e+011	4.53e+010	2.46e+010	1.01e+011	6.51e-016	4.47e+014	4.48e+014	5.23e+012	1.73e+015	6.75e+010	1.15e+011	1.63e+014	1.55e+018	
2.2478227e-004	1.6269044e-006	1.89e-011	5.39e-009	130.15	50.0	310.8	25667960075.3	0.00e+000	63.279	1.507	1.04e+001	9.57e-002	1.57e-002	1.56e+018	1.66e-009	1.67889e-002	4.15893e-005	2.58e+009	1.10e+007	1.93e+010	6.69e-016	1.55e+011	4.53e+010	2.47e+010	1.01e+011	6.53e-016	4.50e+014	4.48e+014	5.14e+012	1.74e+015	7.05e+010	1.10e+011	1.64e+014	1.55e+018	
2.2635311e-004	1.6323251e-006	1.75e-011	1.25e-009	130.59	50.0	310.9	929101228899.6	0.00e+000	63.475	-1.389	1.05e+001	8.89e-002	1.48e-002	1.56e+018	1.65e-009	1.67842e-002	4.15734e-005	2.57e+009	1.09e+007	1.92e+010	6.72e-016	1.55e+011	4.53e+010	2.49e+010	1.01e+011	6.55e-016	4.54e+014	4.48e+014	5.05e+012	1.75e+015	6.52e+010	9.88e+010	1.65e+014	1.55e+018	
2.2679260e-004	1.6374985e-006	2.35e-011	1.69e-009	131.00	50.0	310.9	14459972543.4	0.00e+000	22.138	-0.003	8.75e-001	4.17e-002	1.65e-003	1.56e+018	1.65e-009	1.67829e-002	4.15689e-005	2.57e+009	1.10e+007	1.92e+010	6.74e-016	1.56e+011	4.54e+010	2.50e+010	1.01e+011	6.56e-016	4.54e+014	4.48e+014	5.08e+012	1.75e+015	1.75e+009	1.01e+011	1.66e+014	1.55e+018	
2.2738495e-004	1.6430177e-006	1.91e-011	2.27e-009	131.44	50.0	310.9	3204361396365.5	0.00e+000	37.571	1.130	3.12e+000	5.75e-002	4.78e-003	1.55e+018	1.66e-009	1.67811e-002	4.15626e-005	2.58e+009	1.13e+007	1.93e+010	6.76e-016	1.56e+011	4.55e+010	2.51e+010	1.02e+011	6.58e-016	4.56e+014	4.48e+014	5.23e+012	1.76e+015	1.83e+010	1.08e+011	1.66e+014	1.55e+018	
2.2818336e-004	1.6484108e-006	1.61e-011	3.07e-009	131.87	50.0	311.0	39566632156.4	0.00e+000	59.127	-1.731	8.60e+000	7.60e-002	1.11e-002	1.55e+018	1.69e-009	1.67787e-002	4.15541e-005	2.63e+009	1.15e+007	1.93e+010	6.78e-016	1.57e+011	4.56e+010	2.53e+010	1.02e+011	6.60e-016	4.58e+014	4.48e+014	5.34e+012	1.76e+015	5.71e+010	1.17e+011	1.67e+014	1.55e+018	
2.2882685e-004	1.6540796e-006	1.60e-011	1.75e-009	132.33	50.0	311.0	731720009448.4	0.00e+000	62.698	1.794	9.86e+000	8.01e-002	1.26e-002	1.55e+018	1.70e-009	1.67769e-002	4.15479e-005	2.64e+009	1.15e+007	1.93e+010	6.80e-016	1.57e+011	4.56e+010	2.54e+010	1.02e+011	6.62e-016	4.59e+014	4.48e+014	5.20e+012	1.77e+015	6.59e+010	1.09e+011	1.67e+014	1.55e+018	
2.2943958e-004	1.6595022e-006	1.66e-011	2.35e-009	132.76	50.0	311.1	157521071694.3	0.00e+000	63.092	-1.665	9.93e+000	8.39e-002	1.32e-002	1.55e+018	1.69e-009	1.67751e-002	4.15416e-005	2.63e+009	1.15e+007	1.92e+010	6.82e-016	1.57e+011	4.57e+010	2.56e+010	1.02e+011	6.64e-016	4.60e+014	4.48e+014	5.23e+012	1.77e+015	6.65e+010	1.11e+011	1.68e+014	1.55e+018	
2.3025718e-004	1.6651223e-006	1.79e-011	3.09e-009	133.21	50.0	311.1	163679861315.5	0.00e+000	63.265	1.580	1.00e+001	9.08e-002	1.44e-002	1.55e+018	1.69e-009	1.67727e-002	4.15333e-005	2.63e+009	1.14e+007	1.92e+010	6.84e-016	1.58e+011	4.57e+010	2.57e+010	1.02e+011	6.66e-016	4.62e+014	4.48e+014	5.22e+012	1.78e+015	6.77e+010	1.10e+011	1.68e+014	1.55e+018	
2.3099525e-004	1.6705169e-006	1.77e-011	1.08e-010	133.64	50.0	311.1	1313999462343.6	0.00e+000	63.345	-1.430	1.01e+001	8.97e-002	1.43e-002	1.55e+018	1.69e-009	1.67706e-002	4.15260e-005	2.63e+009	1.13e+007	1.91e+010	6.87e-016	1.58e+011	4.58e+010	2.59e+010	1.03e+011	6.68e-016	4.63e+014	4.48e+014	5.11e+012	1.78e+015	2.71e+010	1.01e+011	1.69e+014	1.55e+018	
2.3103326e-004	1.6759442e-006	2.12e-011	1.46e-010	134.08	50.0	311.2	63976848557.2	0.00e+000	63.625	1.355	1.04e+001	1.08e-001	1.76e-002	1.55e+018	1.67e-009	1.67704e-002	4.15256e-005	2.60e+009	1.11e+007	1.91e+010	6.89e-016	1.59e+011	4.58e+010	2.60e+010	1.03e+011	6.70e-016	4.63e+014	4.48e+014	5.11e+012	1.78e+015	3.71e+010	1.01e+011	1.69e+014	1.55e+018	
2.3108448e-004	1.6814439e-006	2.32e-011	1.97e-010	134.52	50.0	311.2	13327398502604.8	0.00e+000	35.507	-0.370	2.64e+000	6.59e-002	4.91e-003	1.55e+018	1.68e-009	1.67703e-002	4.15251e-005	2.62e+009	1.12e+007	1.91e+010	6.91e-016	1.59e+011	4.59e+010	2.62e+010	1.03e+011	6.72e-016	4.64e+014	4.48e+014	5.12e+012	1.78e+015	3.25e+010	1.01e+011	1.69e+014	1.55e+018	
2.3115353e-004	1.6865607e-006	1.71e-011	2.65e-010	134.92	50.0	311.2	85570247966.6	0.00e+000	45.687	-1.338	4.68e+000	6.26e-002	6.41e-003	1.55e+018	1.69e-009	1.67701e-002	4.15244e-005	2.62e+009	1.16e+007	1.92e+010	6.93e-016	1.60e+011	4.61e+010	2.63e+010	1.03e+011	6.74e-016	4.64e+014	4.48e+014	5.14e+012	1.78e+015	5.18e+010	1.03e+011	1.69e+014	1.55e+018	
